Key	Latitude	Longitude	FIPScode	TZ	Population
Suzano, Brazil	-23.542500	-46.310830	27	America/Sao_Paulo	283314
Sumare, Brazil	-22.821940	-47.266940	27	America/Sao_Paulo	227977
Sorocaba, Brazil	-23.501670	-47.458060	27	America/Sao_Paulo	558862
Sombrio, Brazil	-29.113890	-49.616670	26	America/Sao_Paulo	14864
Soledade, Brazil	-28.818330	-52.510280	23	America/Sao_Paulo	24791
Socorro, Brazil	-22.591390	-46.528890	27	America/Sao_Paulo	24272
Sobradinho, Brazil	-12.833330	-39.100000	05	America/Bahia	19304
Siqueira Campos, Brazil	-23.688890	-49.833890	18	America/Sao_Paulo	13866
Simao Dias, Brazil	-10.738330	-37.811110	28	America/Maceio	18385
Silvania, Brazil	-16.658890	-48.608060	29	America/Sao_Paulo	11377
Silva Jardim, Brazil	-22.650830	-42.391670	21	America/Sao_Paulo	16888
Sidrolandia, Brazil	-20.931940	-54.961390	11	America/Campo_Grande	16878
Sideropolis, Brazil	-28.597780	-49.424440	26	America/Sao_Paulo	8536
Severinia, Brazil	-20.809440	-48.802780	27	America/Sao_Paulo	13212
Sete Lagoas, Brazil	-19.465830	-44.246670	15	America/Sao_Paulo	201334
Sertaozinho, Brazil	-21.137780	-47.990280	27	America/Sao_Paulo	99211
Sertanopolis, Brazil	-23.058610	-51.036390	18	America/Sao_Paulo	13903
Serro, Brazil	-18.604720	-43.379440	15	America/Sao_Paulo	12616
Serrinha, Brazil	-11.664170	-39.007500	05	America/Bahia	49078
Serra Negra, Brazil	-22.612220	-46.700560	27	America/Sao_Paulo	22632
Serrana, Brazil	-21.211390	-47.595560	27	America/Sao_Paulo	39826
Serra, Brazil	-20.128610	-40.307780	08	America/Sao_Paulo	394153
Seropedica, Brazil	-22.743890	-43.707500	21	America/Sao_Paulo	54846
Senhor do Bonfim, Brazil	-10.461390	-40.189440	05	America/Bahia	48471
Senges, Brazil	-24.112780	-49.463610	18	America/Sao_Paulo	14867
Senador Canedo, Brazil	-16.708060	-49.093060	29	America/Sao_Paulo	61800
Seabra, Brazil	-12.418610	-41.770280	05	America/Bahia	16764
Schroeder, Brazil	-26.412500	-49.073060	26	America/Sao_Paulo	15505
Saubara, Brazil	-12.737500	-38.768610	05	America/Bahia	15662
Sarzedo, Brazil	-20.035280	-44.144720	15	America/Sao_Paulo	20798
Sarandi, Brazil	-27.943890	-52.923060	23	America/Sao_Paulo	15158
Sarandi, Brazil	-23.443610	-51.873890	18	America/Sao_Paulo	84697
Saquarema, Brazil	-22.920000	-42.510280	21	America/Sao_Paulo	62056
Sapucaia, Brazil	-29.833330	-51.150000	23	America/Sao_Paulo	130937
Sapucaia, Brazil	-21.995000	-42.914440	21	America/Sao_Paulo	12329
Sapiranga, Brazil	-29.638060	-51.006940	23	America/Sao_Paulo	76051
Sao Vicente, Brazil	-23.963060	-46.391940	27	America/Sao_Paulo	324457
Sao Simao, Brazil	-21.479170	-47.550830	27	America/Sao_Paulo	12351
Sao Sepe, Brazil	-30.160560	-53.565280	23	America/Sao_Paulo	19181
Sao Sebastiao do Passe, Brazil	-12.512500	-38.495280	05	America/Bahia	31049
Sao Sebastiao do Paraiso, Brazil	-20.916940	-46.991390	15	America/Sao_Paulo	57238
Sao Sebastiao do Cai, Brazil	-29.586670	-51.375560	23	America/Sao_Paulo	19012
Sao Sebastiao, Brazil	-23.760000	-45.409720	27	America/Sao_Paulo	76367
Sao Roque, Brazil	-23.529170	-47.135280	27	America/Sao_Paulo	50540
Sao Pedro do Sul, Brazil	-29.620560	-54.178890	23	America/Sao_Paulo	12137
Sao Pedro da Aldeia, Brazil	-22.839170	-42.102780	21	America/Sao_Paulo	55014
Sao Pedro, Brazil	-22.548610	-47.913890	27	America/Sao_Paulo	27068
Sao Paulo, Brazil	-23.547500	-46.636110	27	America/Sao_Paulo	10021295
Sao Miguel do Iguacu, Brazil	-25.348060	-54.237780	18	America/Sao_Paulo	15434
Sao Miguel do Araguaia, Brazil	-13.275000	-50.162780	29	America/Sao_Paulo	18809
Sao Mateus do Sul, Brazil	-25.874170	-50.382780	18	America/Sao_Paulo	24904
Sao Mateus, Brazil	-18.716110	-39.858890	08	America/Sao_Paulo	77117
Sao Marcos, Brazil	-28.971110	-51.068060	23	America/Sao_Paulo	18591
Sao Manuel, Brazil	-22.731110	-48.570560	27	America/Sao_Paulo	33587
Sao Luiz Gonzaga, Brazil	-28.408330	-54.960830	23	America/Sao_Paulo	31798
Sao Luis de Montes Belos, Brazil	-16.525000	-50.372220	29	America/Sao_Paulo	23619
Sao Lourenco do Sul, Brazil	-31.365280	-51.978330	23	America/Sao_Paulo	25340
Sao Lourenco dOeste, Brazil	-26.359170	-52.851110	26	America/Sao_Paulo	14871
Sao Lourenco da Serra, Brazil	-23.852500	-46.942500	27	America/Sao_Paulo	13330
Sao Lourenco, Brazil	-22.116390	-45.054440	15	America/Sao_Paulo	41143
Sao Leopoldo, Brazil	-29.760280	-51.147220	23	America/Sao_Paulo	209229
Sao Jose dos Pinhais, Brazil	-25.534720	-49.206390	18	America/Sao_Paulo	124224
Sao Jose dos Campos, Brazil	-23.179440	-45.886940	27	America/Sao_Paulo	613764
Sao Jose do Rio Preto, Brazil	-20.819720	-49.379440	27	America/Sao_Paulo	374699
Sao Jose do Rio Pardo, Brazil	-21.595560	-46.888610	27	America/Sao_Paulo	46989
Sao Jose do Calcado, Brazil	-21.025280	-41.654440	08	America/Sao_Paulo	7442
Sao Jose, Brazil	-28.211710	-49.163200	26	America/Sao_Paulo	200000
Sao Joaquim de Bicas, Brazil	-20.049170	-44.273890	15	America/Sao_Paulo	14630
Sao Joaquim da Barra, Brazil	-20.581390	-47.854720	27	America/Sao_Paulo	42720
Sao Joaquim, Brazil	-28.293890	-49.931670	26	America/Sao_Paulo	16250
Sao Joao Nepomuceno, Brazil	-21.540000	-43.010560	15	America/Sao_Paulo	23154
Sao Joao Evangelista, Brazil	-18.547780	-42.763330	15	America/Sao_Paulo	10049
Sao Joao do Paraiso, Brazil	-15.313610	-42.014440	15	America/Sao_Paulo	8859
Sao Joao de Meriti, Brazil	-22.803890	-43.372220	21	America/Sao_Paulo	454849
Sao Joao del Rei, Brazil	-21.135560	-44.261670	15	America/Sao_Paulo	78592
Sao Joao da Ponte, Brazil	-15.929170	-44.007780	15	America/Sao_Paulo	8373
Sao Joao da Boa Vista, Brazil	-21.969170	-46.798060	27	America/Sao_Paulo	76540
Sao Joao da Barra, Brazil	-21.640280	-41.051110	21	America/Sao_Paulo	20606
Sao Joao Batista, Brazil	-27.276110	-48.849440	26	America/Sao_Paulo	14538
Sao Jeronimo, Brazil	-29.959170	-51.722220	23	America/Sao_Paulo	17056
Sao Gotardo, Brazil	-19.311110	-46.048890	15	America/Sao_Paulo	34145
Sao Goncalo dos Campos, Brazil	-12.433330	-38.966670	05	America/Bahia	14822
Sao Goncalo do Sapucai, Brazil	-21.892220	-45.595280	15	America/Sao_Paulo	19487
Sao Goncalo, Brazil	-22.826940	-43.053890	21	America/Sao_Paulo	0
Sao Gabriel, Brazil	-30.336390	-54.320000	23	America/Sao_Paulo	55434
Sao Francisco do Sul, Brazil	-26.243330	-48.638060	26	America/Sao_Paulo	36224
Sao Francisco do Conde, Brazil	-12.627500	-38.680000	05	America/Bahia	24614
Sao Francisco de Paula, Brazil	-29.448060	-50.583610	23	America/Sao_Paulo	13292
Sao Francisco de Assis, Brazil	-29.550280	-55.131110	23	America/Sao_Paulo	14305
Sao Francisco, Brazil	-15.948610	-44.864440	15	America/Sao_Paulo	33033
Sao Fidelis, Brazil	-21.646110	-41.746940	21	America/Sao_Paulo	27793
Sao Felipe, Brazil	-14.838600	-41.391740	05	America/Bahia	9574
Sao Domingos do Prata, Brazil	-19.865000	-42.968330	15	America/Sao_Paulo	9466
Sao Domingos, Brazil	-13.398330	-46.318330	29	America/Sao_Paulo	4784
Sao Desiderio, Brazil	-12.363330	-44.973330	05	America/Bahia	7295
Sao Cristovao, Brazil	-11.014720	-37.206390	28	America/Maceio	71539
Sao Carlos, Brazil	-22.017500	-47.890830	27	America/Sao_Paulo	205035
Sao Caetano do Sul, Brazil	-23.623060	-46.551110	27	America/Sao_Paulo	136453
Sao Borja, Brazil	-28.660560	-56.004440	23	America/Sao_Paulo	59613
Sao Bernardo do Campo, Brazil	-23.693890	-46.565000	27	America/Sao_Paulo	743372
Sao Bento do Sul, Brazil	-26.250280	-49.378610	26	America/Sao_Paulo	77597
Santos Dumont, Brazil	-21.456670	-43.552500	15	America/Sao_Paulo	41582
Santos, Brazil	-23.960830	-46.333610	27	America/Sao_Paulo	411403
Santo Estevao, Brazil	-12.430280	-39.251390	05	America/Bahia	27279
Santo Augusto, Brazil	-27.850830	-53.777220	23	America/Sao_Paulo	10305
Santo Antonio do Sudoeste, Brazil	-26.073610	-53.725280	18	America/Sao_Paulo	11723
Santo Antonio do Monte, Brazil	-20.087220	-45.293610	15	America/Sao_Paulo	22592
Santo Antonio do Leverger, Brazil	-15.865560	-56.076670	14	America/Cuiaba	6387
Santo Antonio do Amparo, Brazil	-20.946390	-44.918890	15	America/Sao_Paulo	16730
Santo Antonio de Posse, Brazil	-22.606110	-46.919440	27	America/Sao_Paulo	18148
Santo Antonio de Padua, Brazil	-21.539440	-42.180280	21	America/Sao_Paulo	33076
Santo Antonio de Jesus, Brazil	-12.968890	-39.261390	05	America/Bahia	73957
Santo Antonio da Platina, Brazil	-23.295000	-50.077220	18	America/Sao_Paulo	35260
Santo Angelo, Brazil	-28.299170	-54.263060	23	America/Sao_Paulo	64606
Santo Andre, Brazil	-23.663890	-46.538330	27	America/Sao_Paulo	662373
Santo Anastacio, Brazil	-21.838330	-51.610280	27	America/Sao_Paulo	17233
Santo Amaro das Brotas, Brazil	-10.788890	-37.054440	28	America/Maceio	9302
Santo Amaro da Imperatriz, Brazil	-27.688060	-48.778610	26	America/Sao_Paulo	18418
Santo Amaro, Brazil	-12.546670	-38.711940	05	America/Bahia	46748
Santiago, Brazil	-29.191670	-54.867220	23	America/Sao_Paulo	46611
Santa Vitoria do Palmar, Brazil	-33.518890	-53.368060	23	America/Sao_Paulo	27775
Santa Vitoria, Brazil	-18.838610	-50.121390	15	America/Sao_Paulo	11656
Santa Teresa, Brazil	-19.935560	-40.600280	08	America/Sao_Paulo	9156
Santa Rosa de Viterbo, Brazil	-21.472780	-47.363060	27	America/Sao_Paulo	21473
Santa Rosa, Brazil	-27.870830	-54.481390	23	America/Sao_Paulo	58957
Santa Rita do Sapucai, Brazil	-22.252220	-45.703330	15	America/Sao_Paulo	28765
Santa Rita do Passa Quatro, Brazil	-21.710280	-47.478060	27	America/Sao_Paulo	24578
Santana do Paraiso, Brazil	-19.363610	-42.568610	15	America/Sao_Paulo	25515
Santana do Livramento, Brazil	-30.890830	-55.532780	23	America/Sao_Paulo	89694
Santana de Parnaiba, Brazil	-23.444170	-46.917780	27	America/Sao_Paulo	98989
Santana, Brazil	-14.466670	-41.800000	05	America/Bahia	12628
Santa Maria do Suacui, Brazil	-18.190280	-42.414170	15	America/Sao_Paulo	9936
Santa Maria da Vitoria, Brazil	-13.394720	-44.188610	05	America/Bahia	23488
Santa Maria, Brazil	-29.684170	-53.806940	23	America/Sao_Paulo	249219
Santa Luzia, Brazil	-19.769720	-43.851390	15	America/Sao_Paulo	243503
Santaluz, Brazil	-11.255830	-39.374720	05	America/Bahia	24739
Santa Leopoldina, Brazil	-20.100560	-40.529720	08	America/Sao_Paulo	2327
Santa Isabel, Brazil	-23.315560	-46.221390	27	America/Sao_Paulo	33709
Santa Ines, Brazil	-13.292220	-39.818890	05	America/Bahia	10520
Santa Helena de Goias, Brazil	-17.813610	-50.596940	29	America/Sao_Paulo	34254
Santa Gertrudes, Brazil	-22.456670	-47.530280	27	America/Sao_Paulo	18490
Santa Fe do Sul, Brazil	-20.211110	-50.925830	27	America/Sao_Paulo	25802
Santa Cruz do Sul, Brazil	-29.717500	-52.425830	23	America/Sao_Paulo	106113
Santa Cruz do Rio Pardo, Brazil	-22.898890	-49.632500	27	America/Sao_Paulo	37336
Santa Cruz das Palmeiras, Brazil	-21.826940	-47.248610	27	America/Sao_Paulo	25800
Santa Cruz Cabralia, Brazil	-16.278060	-39.024720	05	America/Bahia	19545
Santa Cecilia, Brazil	-26.960830	-50.426940	26	America/Sao_Paulo	15092
Santa Branca, Brazil	-23.396670	-45.883890	27	America/Sao_Paulo	8659
Santa Barbara d'Oeste, Brazil	-22.753610	-47.413610	27	America/Sao_Paulo	188000
Santa Adelia, Brazil	-21.242780	-48.804170	27	America/Sao_Paulo	12585
Sananduva, Brazil	-27.949720	-51.806670	23	America/Sao_Paulo	9601
Salvador, Brazil	-12.971110	-38.510830	05	America/Bahia	2711840
Salto de Pirapora, Brazil	-23.648890	-47.573330	27	America/Sao_Paulo	32227
Salto, Brazil	-23.200830	-47.286940	27	America/Sao_Paulo	98387
Salinas, Brazil	-16.170280	-42.290280	15	America/Sao_Paulo	25746
Salgado, Brazil	-11.031940	-37.475000	28	America/Maceio	5457
Sacramento, Brazil	-19.865280	-47.440000	15	America/Sao_Paulo	16982
Sabinopolis, Brazil	-18.666110	-43.083890	15	America/Sao_Paulo	9713
Ruy Barbosa, Brazil	-12.283890	-40.493890	05	America/Bahia	21093
Rubiataba, Brazil	-15.164440	-49.803330	29	America/Sao_Paulo	16128
Rosario Oeste, Brazil	-14.836110	-56.427500	14	America/Cuiaba	10468
Rosario do Sul, Brazil	-30.258330	-54.914170	23	America/Sao_Paulo	36721
Rondonopolis, Brazil	-16.470830	-54.635560	14	America/Cuiaba	152912
Rolante, Brazil	-29.650560	-50.575830	23	America/Sao_Paulo	15594
Rolandia, Brazil	-23.309720	-51.369170	18	America/Sao_Paulo	51004
Rio Verde de Mato Grosso, Brazil	-18.918060	-54.844170	11	America/Campo_Grande	16613
Rio Tavares, Brazil	-27.645290	-48.474860	26	America/Sao_Paulo	2600
Rio Real, Brazil	-11.484720	-37.932780	05	America/Bahia	24005
Rio Pomba, Brazil	-21.274720	-43.179170	15	America/Sao_Paulo	13706
Rio Piracicaba, Brazil	-19.929170	-43.174170	15	America/Sao_Paulo	10439
Rio Pardo de Minas, Brazil	-15.609720	-42.539720	15	America/Sao_Paulo	9540
Rio Pardo, Brazil	-29.989720	-52.378060	23	America/Sao_Paulo	26998
Rio Novo do Sul, Brazil	-20.862500	-40.936390	08	America/Sao_Paulo	6717
Rio Novo, Brazil	-21.477030	-43.125890	15	America/Sao_Paulo	6255
Rio Negro, Brazil	-26.105830	-49.797500	18	America/Sao_Paulo	23006
Rio Negrinho, Brazil	-26.254440	-49.518330	26	America/Sao_Paulo	41914
Rio Grande da Serra, Brazil	-23.744170	-46.398330	27	America/Sao_Paulo	38161
Rio Grande, Brazil	-32.035000	-52.098610	23	America/Sao_Paulo	187838
Rio do Sul, Brazil	-27.214170	-49.643060	26	America/Sao_Paulo	51944
Rio de Janeiro, Brazil	-22.902780	-43.207500	21	America/Sao_Paulo	6023699
Rio das Pedras, Brazil	-22.843330	-47.606110	27	America/Sao_Paulo	23722
Rio das Ostras, Brazil	-22.526940	-41.945000	21	America/Sao_Paulo	46618
Rio Claro, Brazil	-22.723060	-44.135560	21	America/Sao_Paulo	12620
Rio Claro, Brazil	-22.411390	-47.561390	27	America/Sao_Paulo	180147
Rio Casca, Brazil	-20.226110	-42.650830	15	America/Sao_Paulo	11769
Rio Brilhante, Brazil	-21.801940	-54.546390	11	America/Campo_Grande	18837
Rio Branco do Sul, Brazil	-25.190000	-49.314170	18	America/Sao_Paulo	26441
Rio Bonito, Brazil	-22.708610	-42.609720	21	America/Sao_Paulo	35997
Rio Bananal, Brazil	-19.265000	-40.333330	08	America/Sao_Paulo	4814
Ribeiropolis, Brazil	-10.539440	-37.416670	28	America/Maceio	11214
Ribeirao Preto, Brazil	-21.177500	-47.810280	27	America/Sao_Paulo	619746
Ribeirao Pires, Brazil	-23.710560	-46.413330	27	America/Sao_Paulo	111888
Ribeirao das Neves, Brazil	-19.766940	-44.086670	15	America/Sao_Paulo	406802
Ribeirao da Ilha, Brazil	-27.699340	-48.532190	26	America/Sao_Paulo	21000
Ribeirao Branco, Brazil	-24.220830	-48.765560	27	America/Sao_Paulo	9718
Ribeirao Bonito, Brazil	-22.066670	-48.176110	27	America/Sao_Paulo	10877
Ribeira do Pombal, Brazil	-10.834440	-38.535830	05	America/Bahia	28235
Ribas do Rio Pardo, Brazil	-20.443060	-53.759170	11	America/Campo_Grande	11934
Rialma, Brazil	-15.315000	-49.584440	29	America/Sao_Paulo	9270
Riacho de Santana, Brazil	-13.609170	-42.938890	05	America/Bahia	12657
Riachao do Jacuipe, Brazil	-11.806940	-39.385560	05	America/Bahia	16911
Riachao do Dantas, Brazil	-11.068890	-37.725000	28	America/Maceio	4615
Riachao das Neves, Brazil	-11.746110	-44.910000	05	America/Bahia	11236
Resplendor, Brazil	-19.325560	-41.255280	15	America/Sao_Paulo	15131
Reserva, Brazil	-24.650280	-50.850560	18	America/Sao_Paulo	11096
Resende, Brazil	-22.468890	-44.446670	21	America/Sao_Paulo	111514
Registro, Brazil	-24.487500	-47.843610	27	America/Sao_Paulo	45697
Regente Feijo, Brazil	-22.221390	-51.302780	27	America/Sao_Paulo	17218
Recreio, Brazil	-21.525000	-42.469170	15	America/Sao_Paulo	8882
Realeza, Brazil	-25.768890	-53.532500	18	America/Sao_Paulo	10389
Raposos, Brazil	-19.967220	-43.804170	15	America/Sao_Paulo	13262
Rancharia, Brazil	-22.229170	-50.893060	27	America/Sao_Paulo	25530
Quirinopolis, Brazil	-18.448330	-50.451670	29	America/Sao_Paulo	32104
Quijingue, Brazil	-10.752500	-39.209170	05	America/Bahia	4293
Queimados, Brazil	-22.716110	-43.555280	21	America/Sao_Paulo	135741
Queimadas, Brazil	-10.978330	-39.626390	05	America/Bahia	10439
Quatro Barras, Brazil	-25.365560	-49.076940	18	America/Sao_Paulo	17526
Quatis, Brazil	-22.407220	-44.258060	21	America/Sao_Paulo	10289
Quata, Brazil	-22.247500	-50.698330	27	America/Sao_Paulo	10370
Quarai, Brazil	-30.387500	-56.451390	23	America/Sao_Paulo	23229
Prudentopolis, Brazil	-25.213060	-50.977780	18	America/Sao_Paulo	19611
Propria, Brazil	-10.211110	-36.840280	28	America/Maceio	23786
Promissao, Brazil	-21.536670	-49.858060	27	America/Sao_Paulo	27031
Presidente Venceslau, Brazil	-21.876110	-51.843890	27	America/Sao_Paulo	34026
Presidente Prudente, Brazil	-22.125560	-51.388890	27	America/Sao_Paulo	209502
Presidente Olegario, Brazil	-18.417780	-46.418060	15	America/Sao_Paulo	13586
Presidente Epitacio, Brazil	-21.763330	-52.115560	27	America/Sao_Paulo	38742
Presidente Bernardes, Brazil	-22.006110	-51.553060	27	America/Sao_Paulo	12953
Prata, Brazil	-19.307220	-48.924170	15	America/Sao_Paulo	19896
Praia Grande, Brazil	-24.005830	-46.402780	27	America/Sao_Paulo	250027
Pradopolis, Brazil	-21.359440	-48.065560	27	America/Sao_Paulo	13192
Prado, Brazil	-17.341110	-39.220830	05	America/Bahia	15464
Poxoreo, Brazil	-15.837220	-54.389170	14	America/Cuiaba	12475
Pouso Alegre, Brazil	-22.230000	-45.936390	15	America/Sao_Paulo	115201
Posse, Brazil	-14.093060	-46.369440	29	America/Sao_Paulo	20003
Porto Uniao, Brazil	-26.238060	-51.078330	26	America/Sao_Paulo	28907
Porto Seguro, Brazil	-16.449720	-39.064720	05	America/Bahia	123173
Porto Real do Colegio, Brazil	-10.185830	-36.840000	02	America/Maceio	6001
Porto Real, Brazil	-22.419720	-44.290280	21	America/Sao_Paulo	12061
Porto Murtinho, Brazil	-21.698890	-57.882500	11	America/Campo_Grande	12667
Porto Ferreira, Brazil	-21.853890	-47.479170	27	America/Sao_Paulo	49127
Porto Feliz, Brazil	-23.214720	-47.523890	27	America/Sao_Paulo	41015
Porto Belo, Brazil	-27.157780	-48.553060	26	America/Sao_Paulo	14720
Porto Barra do Ivinheima, Brazil	-22.966670	-53.666670	11	America/Campo_Grande	14527
Porto Alegre, Brazil	-30.033060	-51.230000	23	America/Sao_Paulo	1372741
Porteirinha, Brazil	-15.743330	-43.028330	15	America/Sao_Paulo	14144
Portao, Brazil	-29.701670	-51.241940	23	America/Sao_Paulo	21051
Porecatu, Brazil	-22.755830	-51.379170	18	America/Sao_Paulo	11390
Porciuncula, Brazil	-20.962780	-42.040830	21	America/Sao_Paulo	12511
Porangatu, Brazil	-13.440830	-49.148610	29	America/Sao_Paulo	32758
Porangaba, Brazil	-23.175830	-48.125000	27	America/Sao_Paulo	0
Ponto Novo, Brazil	-10.862780	-40.133610	05	America/Bahia	7141
Pontes e Lacerda, Brazil	-15.226110	-59.335280	14	America/Cuiaba	29381
Ponte Nova, Brazil	-20.416390	-42.908610	15	America/Sao_Paulo	48187
Ponta Pora, Brazil	-22.536110	-55.725560	11	America/Campo_Grande	55763
Pontalina, Brazil	-17.525000	-49.447220	29	America/Sao_Paulo	13639
Pontal, Brazil	-21.022500	-48.037220	27	America/Sao_Paulo	32566
Ponta Grossa, Brazil	-25.095000	-50.161940	18	America/Sao_Paulo	292177
Pompeu, Brazil	-19.224440	-44.935280	15	America/Sao_Paulo	25277
Pompeia, Brazil	-22.108610	-50.171670	27	America/Sao_Paulo	18015
Pomerode, Brazil	-26.740560	-49.176940	26	America/Sao_Paulo	21898
Poco Verde, Brazil	-10.708330	-38.183330	28	America/Bahia	12167
Pocos de Caldas, Brazil	-21.787780	-46.561390	15	America/Sao_Paulo	146588
Pocone, Brazil	-16.256670	-56.622780	14	America/Cuiaba	21484
Pocoes, Brazil	-14.529720	-40.365280	05	America/Bahia	35254
Poa, Brazil	-23.528060	-46.344720	27	America/Sao_Paulo	107432
Planaltina, Brazil	-15.452780	-47.614170	29	America/Sao_Paulo	88853
Piuma, Brazil	-20.837780	-40.721940	08	America/Sao_Paulo	17634
Piui, Brazil	-20.465280	-45.958060	15	America/Sao_Paulo	27327
Pitangui, Brazil	-19.682780	-44.890280	15	America/Sao_Paulo	18858
Pitangueiras, Brazil	-21.009440	-48.221670	27	America/Sao_Paulo	28540
Pitanga, Brazil	-24.757220	-51.761390	18	America/Sao_Paulo	18652
Piritiba, Brazil	-11.730280	-40.555280	05	America/Bahia	16230
Pires do Rio, Brazil	-17.299720	-48.279440	29	America/Sao_Paulo	24822
Pirenopolis, Brazil	-15.852500	-48.959170	29	America/Sao_Paulo	13615
Piraquara, Brazil	-25.441670	-49.063330	18	America/Sao_Paulo	41161
Pirapozinho, Brazil	-22.275280	-51.500000	27	America/Sao_Paulo	21709
Pirapora do Bom Jesus, Brazil	-23.396940	-47.002220	27	America/Sao_Paulo	14690
Pirapora, Brazil	-17.345000	-44.941940	15	America/Sao_Paulo	51656
Piranhas, Brazil	-16.426940	-51.822220	29	America/Sao_Paulo	9886
Pirajui, Brazil	-21.998610	-49.457220	27	America/Sao_Paulo	17503
Piraju, Brazil	-23.193610	-49.383890	27	America/Sao_Paulo	25270
Pirai do Sul, Brazil	-24.526110	-49.948610	18	America/Sao_Paulo	16409
Pirai, Brazil	-22.629170	-43.898060	21	America/Sao_Paulo	19105
Pirassununga, Brazil	-21.996110	-47.425830	27	America/Sao_Paulo	60413
Piracicaba, Brazil	-22.725280	-47.649170	27	America/Sao_Paulo	342209
Piracanjuba, Brazil	-17.302780	-49.016670	29	America/Sao_Paulo	16736
Piracaia, Brazil	-23.053890	-46.358060	27	America/Sao_Paulo	26075
Piquete, Brazil	-22.613610	-45.176110	27	America/Sao_Paulo	13844
Pinheiros, Brazil	-29.783330	-52.733330	23	America/Sao_Paulo	1511
Pinheiro Machado, Brazil	-31.578330	-53.381110	23	America/Sao_Paulo	11176
Pinheiral, Brazil	-22.512780	-44.000560	21	America/Sao_Paulo	19469
Pinhao, Brazil	-25.695560	-51.659720	18	America/Sao_Paulo	15141
Espirito Santo do Pinhal, Brazil	-22.115830	-46.682780	27	America/Sao_Paulo	37448
Pindorama, Brazil	-21.185830	-48.907220	27	America/Sao_Paulo	12247
Pindobacu, Brazil	-10.741670	-40.360830	05	America/Bahia	17229
Pindamonhangaba, Brazil	-22.923890	-45.461670	27	America/Sao_Paulo	132218
Pilar do Sul, Brazil	-23.813060	-47.716390	27	America/Sao_Paulo	19107
Piedade, Brazil	-23.711940	-47.427780	27	America/Sao_Paulo	27912
Piacabucu, Brazil	-10.405560	-36.434440	02	America/Maceio	9861
Petropolis, Brazil	-22.505000	-43.178610	21	America/Sao_Paulo	272691
Petrolina de Goias, Brazil	-16.095000	-49.338060	29	America/Sao_Paulo	7710
Peruibe, Brazil	-24.320000	-46.998330	27	America/Sao_Paulo	63030
Pereira Barreto, Brazil	-20.638330	-51.109170	27	America/Sao_Paulo	22537
Perdoes, Brazil	-21.090830	-45.091390	15	America/Sao_Paulo	17821
Penha, Brazil	-26.769440	-48.645830	26	America/Sao_Paulo	20096
Penedo, Brazil	-10.290280	-36.586390	02	America/Maceio	42097
Penapolis, Brazil	-21.419720	-50.077500	27	America/Sao_Paulo	54477
Pelotas, Brazil	-31.771940	-52.342500	23	America/Sao_Paulo	320674
Pedro Leopoldo, Brazil	-19.618060	-44.043060	15	America/Sao_Paulo	49261
Pedreira, Brazil	-22.741940	-46.901390	27	America/Sao_Paulo	39198
Pedregulho, Brazil	-20.256940	-47.476670	27	America/Sao_Paulo	11216
Pedra Azul, Brazil	-16.005280	-41.297220	15	America/Sao_Paulo	20899
Pederneiras, Brazil	-22.351670	-48.775000	27	America/Sao_Paulo	38020
Pecanha, Brazil	-18.548610	-42.556940	15	America/Sao_Paulo	6902
Peabiru, Brazil	-23.912780	-52.343060	18	America/Sao_Paulo	12344
Paulinia, Brazil	-22.761110	-47.154170	27	America/Sao_Paulo	65595
Pau Brasil, Brazil	-15.464170	-39.651110	05	America/Bahia	8136
Patrocinio, Brazil	-18.943890	-46.992500	15	America/Sao_Paulo	71963
Patos de Minas, Brazil	-18.578890	-46.518060	15	America/Sao_Paulo	126234
Pato Branco, Brazil	-26.228610	-52.670560	18	America/Sao_Paulo	65754
Paty do Alferes, Brazil	-22.428610	-43.418610	21	America/Sao_Paulo	20659
Passos, Brazil	-20.718890	-46.609720	15	America/Sao_Paulo	98752
Passo Fundo, Brazil	-28.262780	-52.406670	23	America/Sao_Paulo	179529
Passa Quatro, Brazil	-22.390280	-44.966670	15	America/Sao_Paulo	12765
Parobe, Brazil	-29.628610	-50.834720	23	America/Sao_Paulo	48559
Pariquera Acu, Brazil	-24.715000	-47.881110	27	America/Sao_Paulo	13436
Paripiranga, Brazil	-10.687500	-37.861670	05	America/Bahia	6965
Parauna, Brazil	-16.947780	-50.448610	29	America/Sao_Paulo	9731
Paratinga, Brazil	-12.690560	-43.184170	05	America/Bahia	10261
Parati, Brazil	-23.217780	-44.713060	21	America/Sao_Paulo	15118
Paranhos, Brazil	-23.892780	-55.431110	11	America/Campo_Grande	6516
Paranavai, Brazil	-23.073060	-52.465280	18	America/Sao_Paulo	72848
Paranapanema, Brazil	-23.388610	-48.722780	27	America/Sao_Paulo	16215
Paranaiba, Brazil	-19.677220	-51.190830	11	America/Campo_Grande	32217
Paranagua, Brazil	-25.519440	-48.519920	18	America/Sao_Paulo	141013
Paramirim, Brazil	-13.442500	-42.238890	05	America/Bahia	7421
Paraisopolis, Brazil	-22.554170	-45.780000	15	America/Sao_Paulo	13563
Paraiso, Brazil	-21.016390	-48.773610	27	America/Sao_Paulo	0
Paraiba do Sul, Brazil	-22.161940	-43.292780	21	America/Sao_Paulo	35517
Paraguacu Paulista, Brazil	-22.412780	-50.575830	27	America/Sao_Paulo	39120
Paraguacu, Brazil	-21.547220	-45.737500	15	America/Sao_Paulo	15741
